Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
78,"An authoritative figure of Hispanic descent imparting directives and a strategy to an enthusiastic team of five individuals of varying careers. The team includes a South Asian engineer with a hard hat and blueprints, a Caucasian healthcare professional wearing a white lab coat and holding a clipboard, a Black firefighter in uniform with a helmet, a Middle-Eastern teacher holding a book, and a White construction worker with a tool belt. The atmosphere is serious and focused, with everyone paying close attention to the instructions being given, implying a crucial mission or work task at hand.",a supervisor giving instructions to the team,0.6216
79,"Image of a kind-hearted individual with an air of authority, possibly an Asian woman, helping out an elderly Caucasian man, perhaps a customer or a co-worker. She is holding a clipboard and pointing to something on it, explaining it with a patient and understanding demeanor. The man is listening intently, and both of them are surrounded by ambiguous office or work equipment to suggest a professional setting. The feel of the scene is one of warmth, assistance, and camaraderie despite the underlying professional atmosphere.",a friendly supervisor helping out,0.744
80,"A Middle-Eastern male middle-manager, casually dressed, is standing in an office breakroom. He gazes at a clipboard in his hands with serious concentration. In the room one can see a coffee machine, a water cooler, donut box on a table, and few chairs. A couple of employees, a Hispanic woman and a Caucasian man, chat quietly in the background, their conversation punctuated by the faint hum of the refrigeration unit and an overloud clock ticking on the wall.",a supervisor in the office breakroom,0.6222
81,"A Caucasian female manager carefully analyzing data on her computer screen in a modern office environment. She wears professional attire, glasses and a focused inquisitive expression. The office space around her is filled with business materials, like paperwork and stationeries, some digital screens in the background showing various graphs and charts, and indoor plants to add some natural ambiance.",a supervisor working at a computer,0.5814
82,"An image depicting a vibrant scene with a street vendor at a bustling marketplace. The vendor, a middle-aged Hispanic woman wearing a colorful apron, stands behind a wooden pushcart. Her cart is filled to the brim with clear glass bottles of pani, a refreshing drink, lit up beautifully by the afternoon sun. Each bottle sparkles, the liquid inside catching the sunlight. She appears to be in an engaging conversation with a potential customer, a young Black man who seems interested in her wares. The background is abuzz with people of various descents, contributing to the lively atmosphere.",a vendor selling water bottles,0.2252
83,"Picture a lively and colorful yatra unfurling within the confines of a sprawling urban city. Troupes of jubilant people from different descents such as Caucasian, Middle-Eastern, South Asian, Black, and Hispanic participate enthusiastically. Gender equality is evident with men, women, and non-binary individuals participating equally. Multicolored flags flutter in the sky, their vivid hues contrasting with the city's gray skyscrapers. Pulsating rhythms from traditional musical instruments fill the air, creating an entrancing symphony. Hawkers sell a myriad of festive items on the roadside, immersing the entire city in a joyous carnival-like atmosphere.",a colorful festival in the city,0.3554
84,"An atmospheric scene of a traditional yatra, a spiritual journey or pilgrimage, abound with festive fervor. Various enthused participants, both men and women, of multiple descents such as Caucasian, Middle-Eastern, Black, and South Asian, engaging in dances representing their respective cultures. The sounds of distinct and diverse music forms color the air as visible notes. The backdrop is a colorful tapestry of architectural structures, adorned with sacred symbols and marigold garlands, typical at such events. Street vendors offer arrays of traditional foods and souvenirs while spectators cheer and applaud the dancers.",a festival filled with dance and music,0.0556
85,"A South Asian woman is leading a group of diverse individuals on an autumn yatra through the town center. The streets are lined with vibrant deciduous trees in full fall color, their leaves a magnificent spectrum of reds, oranges, and yellows. Town buildings, made of red brick and old stone, add a touch of rustic charm to the scene. The crisp autumn air sweeps the fallen leaves, adding an essence of mystic rustle. The group of individuals, enthusiastic and curious, captures the spirit of the yatra with joy and reverence.",an autumn festival in the town center,0.3644
86,"The festive ambience of a traditional Indian yatra unfolds before our eyes. Multicolored tents pitched on either side of a dusty path, each tent housing a food stall. The stalls are brimming with a variety of vibrant, aromatic Indian foods. One stall, managed by a Black woman, has mounds of piping hot samosas. Next to it, a Middle-Eastern man is skillfully tossing fluffy rotis on a tawa. Further down, a Hispanic woman is assembling pani puris, a popular street food. Children of various descents joyfully dart between stalls, cotton candies in their hands, under the paper lanterns strung overhead",food stalls at a festival,0.0608
87,"Visualize a traditional Yatra or pilgrimage taking place in India. Thousands of people are participating in the event. A diverse crowd of South Asian men, women and children can be seen in traditional attire, carrying flags, lamps, and flowers. Decorated elephants can be seen leading the procession, and the air is filled with the scent of incense, flowers, and the captivating beats of traditional music. The backdrop is a dusty road, adorned with colorful cloth arches and with an ancient temple in the distance.",a festival with lots of people,0.0419
88,"A bustling winter yatra, or spiritual journey, set in the heart of India. Snow is falling gently on the ornate temples and the crowd of devoted pilgrims all bundled up in warm clothes. In the scene, a Caucasian woman can be seen offering prayer while a Middle-Eastern man is engrossed in a religious scripture. A group of South Asian children are playing nearby, their laughter adding warmth to the cold surroundings. Traditional Indian lamps are lighting up the event, casting a magical glow on the snow-covered ground. Few saddhus, or holy men, are also present, their faces marked by the wisdom of the ages.",a festival in winter,0.1608
89,"A medieval Naka, a mythical semi-divine humanoid creature from Laotian lore, in a fantastical landscape. Surrounding the Naka are well-equipped armed forces, consisting of a diverse group of individuals. Among them are a Hispanic female commando with short hair, a South Asian male soldier with a scar on his face, and a Middle Eastern female sniper with glasses. They are all on high alert, standing steadfast in their mission to protect the Naka, their broad array of modern weaponry at the ready, from rifles to binoculars to communication devices.",a checkpoint guarded by armed forces,0.3824
90,"A visually compelling scene of a Naka, a historical Japanese checkpoint, situated on a modern highway. The image contrasts the traditional design elements of the Naka, timber framing and thatched roofs, against the contemporary infrastructure of a highway, bustling with sleek cars and commercial trucks. Illumination from the setting sun casts a warm glow across the landscape, creating striking shadows that puncture the otherwise monotonous concrete and asphalt vista.",a checkpoint on the highway,0.6096
91,"A long line of diverse cars of different sizes and colors at a toll booth on a bright day. Each car is driven by different people of various descents and genders. The toll booth itself is made of concrete with clear indications, surrounded by lane markings. Some drivers are handing out cash to the booth operator, while others are using electronic payment methods. Nearby, traffic signs are clearly visible, directing drivers to the right lanes depending on their mode of payment.",a long queue at the toll checkpoint,0.6437
92,"A picturesque scene at a national border, featuring a traditional check post amidst the lush greenery. Border officers of mixed genders and various descents - such as Caucasian, Middle-Eastern, Hispanic, Black, and South Asian - performing their duties diligently. The sky overhead is a canvas of colours, signifying the dawn or the dusk.",a checkpoint at the national border,0.3048
93,"A bustling night scene in the city. Various street signs and lights each emitting their own vibrant color. At the heart of this tapestry of urban life, a group of police officers of different descents add an extra level of dynamism to the scene. Among them are a Caucasian female officer and a Southeast Asian male officer engaged in conversation, a Middle Eastern male officer giving instructions to a young Hispanic female officer. Every individual is clad in standard police uniform, badges gleaming under the city lights. A Black male officer is checking their police vehicle, a naka, typically used in these situations.",a checkpoint with police officers,0.6057
94,"Visualize a narrow, winding Japanese street known as 'Naka', characterized by its traditionally styled architecture with wooden houses lining both sides. Few vintage cars are scattered sparsely along the street, adding to the quiet, relaxed atmosphere. During sunset, the setting sun casts long shadows and gives the scene a warm orange glow.",a checkpoint with very few cars,0.3917
95,"A lively outdoor gathering on a sunny day where various ethnic groups are represented. A group of Hispanic men and women are engaged in friendly conversation around a table laden with various dishes. At a nearby table, South Asian kids are indulging in their tiffin. The scene also features a couple of Black teenagers playing frisbee in the background, while a Middle-Eastern elderly couple is situated under a large tree, sharing a moment of quiet companionship. The whole scene is vibrant with joyful interactions and colourful decorations.",an outdoor luncheon with lots of people,0.7409
96,"An image of a warm scene featuring two individuals enjoying a traditional tiffin. One person is a South Asian woman, sitting to the right, whilst the other is a Black man, sitting to the left. They are engrossed in their meal, consuming a spectrum of delicious courses from metallic sections of a traditional Indian tiffin box. The food is steamy, filled with a variety of colourful ingredients. There's both vibrancy and simplicity in the setting, with soft light wrapping around the scene to signify a profoundly peaceful moment.",two people having a luncheon,0.3789
97,"Imagine an office setting where a diverse team of professionals are enjoying their lunch hour together. At the center is a stainless steel tiffin full of delicious food. To the left, a Caucasian male software engineer enjoys a piece of naan bread. To the right, a Black female manager is laughing as she scoops up some curry with rice. A Middle-Eastern male intern is eagerly waiting his turn to dig in, while a South Asian female executive finishes her tea. The scene represents camaraderie and the work culture of the company.",a company having a luncheon,0.4788
98,"A luxurious indoor setting features a tiffin, which is traditionally used for serving food in various Asian cultures. The tiffin is finely crafted from polished metal with intricate designs engraved onto its surface. The multiple stacked layers of the tiffin are each filled with a variety of cooked dishes. The table upon which the tiffin rests is adorned with an elegant tablecloth. The surrounding environment radiates a sense of opulence with its grand chandeliers, polished wooden furniture, and tasteful decor. The atmosphere is warm and inviting, enhancing the elegance of the dining occasion.",a fancy indoor luncheon,0.7133
99,"Imagine a detailed scene featuring a tiffin, commonly used for carrying homemade meals in South Asia. This tiffin is filled with an assorted variety of plant-based foods. The lower compartment showcases a vibrant mix of freshly steamed vegetables, each carrying a distinct color signifying its freshness. The middle compartment is filled with delicately cooked lentils simmering in flavorful spices. The top compartment celebrates whole grains with a serving of steamed brown rice. The tiffin itself is made of stainless steel, its lids tightly fastened to keep the food warm and fresh.",a plant-based luncheon,0.312
100,"Visualize a traditional Indian tiffin box made of stainless steel that's filled to the brim with a medley of scrumptious salads. The salads consist of diverse fresh vegetables like crisp lettuce, succulent cherry tomatoes, crunchy cucumbers, colorful bell peppers, and shredded carrots. They are garnished with sprinkles of lemon juice and a dash of black pepper for extra zest. The salads are packed neatly in different compartments, each representing a unique salad and together creating a vibrant and appetizing ensemble. Mediterranean olives and salad greens peek out from the top, adding an aesthetic touch to this healthy lunchbox.",a luncheon with lots of salad,0.6818
101,"An enigmatic poker den nestled discreetly in a hidden alley. The secretive spot provides a masked sanctuary under the blanket of night, with tall, loomed buildings framing it on either side. A faded sign hangs loosely above, partially obscured by the shadows, while inside, murals of playing cards and poker tools fill the walls. A group of individuals of diverse descent and gender sit around a table strewn with cards and chips, wholly engrossed in a game of high stakes. The dimly lit, smoky atmosphere envelops the room, pulsating with anticipation and suspense.",a gambling den hidden away in an alley,0.3039
102,"A group of multicultural individuals seated in a room. There is a Middle-Eastern man sat comfortably on a cushioned armchair, an Hispanic woman sorting some papers, a Caucasian woman checking her phone on a wooden stool, a South Asian man working on his laptop on the couch, and a Black woman talking on the phone while resting on an ottoman.",a group of people gambling in a room,0.4533
103,"Visualize a bustling scene of a satta, or betting market, situated in a sprawling metropolis. Amidst the towering skyscrapers and neon lights, the satta area is bustling with activity. This extensive market has diverse groups of people from all walks of life interacting with each other, placing bets, and exchanging money. Vibrant stalls adorned with colorful lights display various odds for numerous sports and events. There's a unifying buzz of anticipation in the air, reflecting the risk and thrill associated to gambling in such a big city environment.",a place of gambling in a big city,0.2736
104,"An illicit betting parlor, often referred to as a 'satta den'. The room is filled with smoke and low, hushed conversations. Men of various descents such as Caucasian, Black and South Asian are hunched over tables littered with betting slips and crumpled cash. The harsh neon light illuminates the room, casting long, dramatic shadows. Bulbs flicker overhead and ceiling fans whirl. One corner of the room could be dominated by an old CRT television, broadcasting a horse race. An aged barkeep, a Hispanic woman, hovers in the background serving drinks, keeping her own quiet tally of the games.",an illegal gambling den,0.3328
105,"A bustling marketplace scene teeming with people of diverse descents like Caucasian, Hispanic, Black, Middle-Eastern, and South Asian. Street vendors are selling different items from their stalls, customers bargaining for the best price. The atmosphere is filled with energy and the sounds of a busy town. The stalls are decked in a riot of colors, displaying fruits, vegetables, and varied goods. Buildings with unique architectural styles surround the marketplace, creating a picturesque environment. The sky above is a brilliant cobalt blue, adding vibrance to the scene.",a place of gambling with lots of people,0.2918
106,"A collection of individuals varying in gender and descent, congregated around a table. This group includes Caucasian, Hispanic, Black, Middle-Eastern, and South Asian individuals both male and female, all engaged in conversation while comfortably seated around the tabletop. The scene plays out in a warm, well-lit room, casting soft shadows on the people and furniture.",a group of people gambling at a table,0.517
107,"A Hispanic man is seen in a parking lot, his back slightly hunched as he loads a variety of groceries into the trunk of a shiny, red car. The bags are spread out around him, filled to the brim with various products from the grocery store - fresh produce like vibrant apples and curly lettuce peeking out from one, canned goods and boxes from another. There's a certain rhythm to his movements, a familiarity that suggests this is a ritual he's performed many times.",a man loading groceries into the car trunk,0.6579
108,"Create an image showcasing a pristine, white-colored car. The car's boot (also known as dicky) should be open and empty, revealing a clean and spacious interior. The sun should cast a soft light on the car, resulting in an attractive shine on its glossy exterior.",a white car with an empty car trunk,0.6458
109,"A South Asian woman in casual attire reaching into the trunk of a parked car to retrieve some bags. The scene is set in the evening with a twinkle of city lights visible in the background, adding depth and color to the overall ambiance of the scenario. The car is a sleek and modern sedan, and parked next to it, a bit further away, is a street lamp providing soft illumination. The woman, focused and determined, is in the process of lifting a couple of bags, one of which seems to contain groceries while the other appears more like a gym bag.",a woman retrieving bags from the car trunk,0.594
110,"An antique wooden toy duck, playfully dubbed 'Dirty Dicky', covered with various stains and patches of dried mud across its body to depict long term usage and playful adventures.",a dirty car trunk covered with mud stains,0.6741
111,"An image of a South Asian female mechanic dressed in a blue work jumpsuit and gloves, holding a wrench, repairing a car's broken trunk (also known as a dicky) in her well-equipped garage. The car is an old classic, with a hint of rust, and the trunk is open with visible signs of damage. Various tools are scattered around her, including ratchets, screwdrivers, and pliers. Three fluorescent lights are illuminating the whole setting brightly.",a mechanic repairing a broken car trunk,0.3078
112,"An image depicting a diverse group of children playing hide and seek. The scene is focused around the open trunk of a car, filled with various items such as blankets, pillows, and toys. A few giggling children are huddled inside this makeshift hideout.",children hiding inside an open car trunk,0.6138
