Prompt_Index,Dialect_Prompt,SAE_Prompt,Normalized_Score
82,"A South Asian man in his work clothes diligently repairing a broken wooden fence. He is squatting down, using a hammer to nail a splintered plank back into place. His toolbox lays open with an assortment of tools next to him. His face shows focus and dedication, sweat trickling down his forehead - a real testament to his craft.",a man repairing a broken fence,0.1989
83,"An Asian male individual dressed in traditional Filipino clothing, practicing archery in a wide open green field. The male is in a stance of pulling back the string on his wooden bow, focus and determination are present on his face as he is squinting slightly at the target in the distance. The field is surrounded by a handful of trees, their leaves rustling gently with the breeze, the sky overhead is clear, a shade of light blue with a few scattered white clouds.",a man practicing archery in a field,0.1407
84,"Illustrate an image of a physically fit, Southeast Asian man in his mid-thirties enjoying a jog through a bustling city park. Show him in motion, hair slicked back from the sweat, a determined look on his face as he pushes himself just a bit harder. The surroundings should hint at the urban environment with tall skyscrapers visible in the background, amid the verdant greenery of the park. The park itself is lively with other park-goers - families enjoying picnics, children playing and folks walking their dogs.",a man jogging in a city park,0.3195
85,"An East Asian male, dressed in casual attire, standing on a wooden pier as he watches a stunning sunset. The sky is ablaze with shades of scarlet, orange, and purple, throwing long shadows across the wooden planks. The water of the sea gently laps against the supports of the pier, reflecting the dying light of the day. The man's facial expression is one of peaceful contemplation, reflecting the serene beauty of the scene before him.",a man watching a sunset from a pier,0.7083
86,"An enthusiastic Hispanic woman, dressed in traditional apron, working in a warm and cozy kitchen. She's engrossed in the process of baking cookies, some of them creatively shaped and others simple but tantalizing. You can almost smell the sweet aroma of fresh cookies filling the air. The brightly colored poster on the table announces an upcoming bake sale.",a godmother baking cookies for a bake sale,0.7032
87,"An image of a Hispanic woman, referring to as a 'madrina', attending a school play. She is dressed elegantly in a colorful outfit, sitting in one of the auditorium chairs. Her attention fully captivated by the performance on stage, with children dressed in creative costumes for the school play. The stage backdrop depicts a mythical land, complete with painted forests and sparkling stars. The atmosphere radiates joy and excitement. The image captures the joyful emotions of a school function being enjoyed by its attendees.",a godmother attending a school play,0.7082
88,"A South Asian woman, who is fondly known as a godmother or 'madrina' in certain cultures, is spending a peaceful afternoon in a lush garden. The warm sunshine is casting a soft glowing light on her as she meticulously plants a variety of vibrant flowers in multicolored pots. Wearing a straw hat and gardening gloves, she carefully digs small holes in the earth, gently places the flowers in, and then affectionately covers their roots with soil. In the background, different shades of greenery blend seamlessly together, creating a picturesque scene.",a godmother planting flowers in the garden,0.4198
89,"An elderly Hispanic woman, known as the godmother or 'madrina', sits comfortably in a warmly lit room. She's wielding knitting needles with practiced ease, a smile gently pulling at her lips. She's creating a lovely, colorful sweater, intended for her godchild. Rich hues of blue, red, and green wind their way across the growing fabric, an intricate pattern forming under her skilled hands. Her eyes twinkle with affection as she imagines her godchild wearing the masterpiece she's creating from mere threads.",a godmother knitting a sweater for her godchild,0.6459
90,"An image representing a Hispanic woman, who is a Madrina, singing with vocal passion in a church choir. She is in a classic, cathedral-like church with beautifully detailed stained glass windows. The choir members around her are diverse, including men and women of various descents such as Caucasian, Black, Middle-Eastern, and South Asian. They all wear matching church choir robes and are in the midst of a performance, with music sheets in their hands. The atmosphere is vibrant and reverent with the choir's unified voices echoing in the expansive church architecture, adding a sense of holiness and community.",a godmother singing in a church choir,0.6122
91,"A South Asian female godparent, also known as a 'madrina', joyfully decorating a grand, lush Christmas tree. The tree is adorned with a range of colorful ornaments such as candy canes, stars, baubles, and twinkling fairy lights. Peaceful snowflakes are gently falling outside the window, creating a picturesque winter backdrop. The warm glow from the Christmas tree lights illuminates the madrina's face, reflecting her excitement and happiness for the festive season.",a godmother decorating a Christmas tree,0.5655
92,"An eccentric Caucasian male joyfully dancing alone under the heavy downpour of a rainstorm. He is fully soaked, his clothes and hair dripping with rainwater. He blissfully embraces the act, enveloped with a sense of freedom and wild abandon, the evening city lights casting a soft glow around him. Distorted reflections of him and the illuminated skyline can be seen on the wet pavement around him. Puddles form and ripple with each drop of rain that hits the ground. His shadow dances alongside him under the influence of the shifting, colorful lights.",a crazy guy dancing in the rain,0.4072
93,"A thrilling action scene capturing a daring stunt on a skateboard. The skater, a young Middle-Eastern male twists mid-air, achieving a remarkable height, with a bustling urban city in the backdrop. His skateboard below is momentarily unattached, about to reconnect upon landing. A crowd of diverse spectators stands by, gasping in amazement while the sun sets, casting a dramatic play of light and shadow. The scene is permeated by a sense dynamic energy and anticipation.",a crazy stunt on a skateboard,0.8189
94,"An eccentric painter, of Middle-Eastern descent and unknown gender, is seen doing something unusual. They are standing on their hands while maintaining their balance, using their feet to hold brushes. They are immersed in their creative process, skillfully crafting a painting in an unusual orientation - upside down. The painting can't be seen clearly, but splashes of vibrant colors and the artist's focused energy hint at the beautiful artwork this non-conventional approach might produce.",a crazy artist painting upside down,0.4907
95,"Create an image of a woman with a wildly emotional expression on her face. She has long, wavy, chestnut brown hair and piercing blue eyes. She is in her late 20s, with a medium build, Caucasian descent. She's wearing a red plaid shirt. The setting is in an urban scene with bustling city life in the background.",a crazy expression on her face,0.3141
96,"Picture an exciting music concert scene. Central to the image is the stage illuminated by vibrant lights of varying colors. The band is composed of a South Asian male drummer, a Black female guitarist, and a Caucasian male vocalist immersed in their performances. In the foreground, the mixed crowd of enthusiastic fans, both men and women from different descents, stretching their arms in the air, swaying to the rhythm of the music. The atmosphere is electric with the palpable energy of live music and the festive nature of the concert.",a crazy scene at the concert,0.6736
97,"An image of a joyful child of unmentioned descent and gender, playing in a sandbox. They are focused on their playful task, surrounded by sand and perhaps a few of their favorite toys strewn around in the sandbox.",my daughter playing in a sandbox,0.8372
98,"A South Asian little girl creating art with chalk on a sidewalk. She is keenly concentrating on her work, and her hands are covered in various shades of chalk dust. The design she's creating on the pavement radiates various bright and vivid colors, revealing a garden of flowers and butterflies. She has a ponytail, and she's wearing a light summer dress with a pattern of fruits.",a daughter drawing with chalk on the sidewalk,0.3969
99,"An image of a young child of unspecified gender and unspecified descent, with gleeful expressions on their face, holding a large ice cream cone. The ice cream has multiple flavors stacked on top, each layer a different shade indicating the diverse flavors from strawberry, chocolate, to mint. The child's eyes are wide with anticipation and a large smile graces their face as they prepare to take the first bite.",my daughter holding a big ice cream cone,0.4095
100,"A young child with East Asian descent, clad in brightly colored safety gear, is experiencing their first bike ride. The rubber wheels of the sturdy training, bike with a shiny new paint job, are hitting the concrete sidewalk with a gentle rhythm. Amazement can be seen in the child's almond eyes and a wide smile spread across their face reflects the pure joy of conquering new skills. Their hands grip the handlebars tightly, filled with a blend of excitement and nervousness. A slight breeze ruffles their short dark hair, adding dynamism to the lively scene.",a daughter riding a bike for the first time,0.8612
101,"An adorable cat of calico breed, all dressed up in a pink princess costume. The costume consists of a shimmering, satin gown with a puffed sleeves. It is accompanied by a tiara atop the cat's head, artistically embellished with faux rhinestones. Overall, a delightful whimsical sight to behold.",a daughter wearing a princess costume,0.4517
102,"An endearing child, of Hispanic descent, engrossed in the wonders of a sandy beach. The child is knee-deep in the incoming foamy waves, with a look of pure joy and curiosity on their face. The handful of seashells in their hands testify to the day's adventure. The bright sun illuminates the child's silhouette, creating a mesmerizing halo of light. A warm, gentle breeze plays with the sand, causing tiny sand whirlwinds. In the background, the vast cerulean ocean merges with the cloud-speckled sky.",my daughter exploring the beach,0.6938
103,"A young Hispanic boy energetically kicking a soccer ball on a grassy field. He sports a bright smile that speaks volumes about his love for the game. His clothes are casual, his hair ruffled by the wind, the sun glowing warmly on his face, creating a cheerful and energetic image. The ball mid-air, frozen in time just as it leaves his foot, highlights the action in our frame.",my son kicking a soccer ball,0.7199
104,"A young South Asian boy, displaying an adventurous spirit, is climbing a tree high above the ground. The leaves of the tree dance in the soft wind as the boy skillfully navigates the sturdy branches with sheer determination and a sense of fun. His eyes are filled with wonder and delight as he takes in the panoramic view. The setting sun bathes the scene in a warm glow, casting long shadows that play on the ground below. The boy is dressed casually, with his knee-length shorts and t-shirt providing unrestricted movement for his climbing adventure.",a son climbing a tree,0.1258
105,"An image of a young Hispanic boy engrossed in a comic book. He is sitting in a comfortable position, with the colorful pages of the comic book open wide in his hands. His eyes sparkle with interest as he immerses himself in the world of superheroes and adventure stories. You can see the varying emotions playing on his face as he flips through the pages, fully engrossed in the storyline. The background is a softly lit room with bookshelves filled with other books and toys, adding a cozy and familiar ambiance to the scene.",my son reading a comic book,0.9144
106,"An East Asian boy engaging in play with a miniature train set. The toy train is almost as colorful as his enthusiasm. It's darting over the plastic tracks, through tiny tunnels and over bridges. He is crouched on the floor, his face lit up with joy and imagination as he guides the train on its journey.",a son playing with a toy train,0.8258
107,"A young Hispanic boy, with a vibrant smile, engaging in the joyful experience of fishing. He has just caught a silver, shimmering fish, and he's marveling at his achievement. His fishing rod is bent with the weight of the catch. They are at a serene lake surrounded by lush greenery under a bright, sunny sky.",my son catching a fish,0.9041
108,"A young Hispanic boy diligently engaged in building a captivating sandcastle on the smooth sun-drenched beach. He is concentrated, his tiny hands scooping up the sand and delicately shaping it into towers and turrets. His clothes are casual summer wear, and he's wearing a sunhat to protect himself from the bright sunlight. A sea breeze stirs the air and the sound of the ocean waves creates a soothing background chorus.",a son building a sandcastle,0.8516
109,"Capture an image of an adventurous Hispanic female surfer skillfully balancing herself on a large wave off the coast of California. She is dressed in a vibrant surf suit, and her expression is focused and determined. The setting is late afternoon with the sun beginning to set, casting a golden hue on the water and the clear sky. Nearby, seagulls are seen soaring high, and the silhouette of the mountains are visible in the distance.",a surfer on a california wave,0.7389
110,"A panoramic view of a splendid vacation in California. The sun setting right behind the golden coast, with the reflecting lights beautifully illuminating the clear waters. Palm trees lightly swaying in the warm breeze, their shadows dancing on the sandy beaches. Just a little ways off, you can spot the iconic surfers riding the Pacific ocean waves. Near the boardwalk, one can see small vibrant shops and cafes beautifully lined up, offering a taste of the local culture and cuisine. Every detail filling you up with a wave of blissful relaxation.",my vacation in california,0.7059
111,"Visualize a vibrant and bustling market located in Califas. It should depict a diverse crowd with people of various descents, including Caucasians, Middle-Easterns, Hispanics, Blacks, and South Asians. There should be numerous stalls selling vivid fruits, vegetables, and artifacts, dotted with brightly colored umbrellas. Street musicians enhancing the atmosphere with their lively performance, people engrossed in bargaining, and vendors calling out to potential customers all contribute to the lively atmosphere. The background should be filled with vibrant, sunlit Spanish-style buildings.",a bustling market in california,0.2588
112,"Visualize a close-up scenario where a human hand, medium skin tone, is seen about to drop a coin named 'baro' into a ceramic piggy bank. The piggy bank awaits with an open slot on its back, illustrating the action of saving money. The background is neutral to focus the attention on the action.",a hand dropping money into a piggy bank,0.5181
113,"A South Asian man sitting by a campfire. The fire is radiating a warm orange glow, reflecting off the man's tan skin. He is looking into the flames, lost in thought. The darkness behind him is interspersed with the twinkling of stars and enigmatic silhouette of trees. The smoke from the fire drifts, swirling into the chilly night air. He is dressed in casual outdoor clothes suitable for camping. The backdrop of the wilderness gives a sense of solitude and tranquillity.",a close friend at a campfire,0.4359
114,"An image of a South Asian male companion wearing a festive birthday hat. He is smiling, exuding the excitement of the day. The hat is colorful, with stripes of vibrant hues. The background is lightly blurred to give the person in focus a sharp contrast.",my close friend wearing a birthday hat,0.3129
115,"An evocative scene at a beach, late in the afternoon with the sun beginning to dip toward the horizon. There are two individuals, one of them being a black male and the other being a Hispanic female. Both are in casual beach attire, laughter lighting up their faces. They are capturing a 'selfie' moment, with a backdrop of the serene beach, its sparkling azure waters having white waves crashing to the shore, and the endless sky tinging with hues of an upcoming sunset. The vibe is relaxed, the air filled with the sound of sea waves and distant seagulls.",a memory with my close friend at the beach,0.3695
116,"An early afternoon scene at a bustling cafÃ©. Seated at a small wooden table is a Middle Eastern male, enjoying his steaming cup of coffee. He's engaged in a lively conversation with a South Asian female friend sitting across from him, her hands clasped around a glass of refreshing iced tea. Their atmosphere is filled with the comforting buzz of patrons' chatter and the faint aroma of baked pastries teasing their senses. An affable cafÃ© waiter, a Hispanic male, approaches them with a cheerful smile, bringing a fresh batch of deliciously baked croissants to their table.",an afternoon with my close friend at the cafe,0.4909
117,"An illustration of two friends standing side by side, one is of Hispanic descent with curly hair and wearing a bright red t-shirt, the other is of Caucasian descent with short blond hair and a green t-shirt. They are posing in front of a sunset together, their shadows extending out behind them.",a photo of me and my close friend,0.5203
118,"A South-Asian man is sitting at a wooden desk with several books open, providing assistance with homework. He is pointing something out, explaining a complex equation. The light from the lamp above casts a warm glow onto the scene. The person receiving help is visibly intrigued, with a notebook and pen in hand, jotting down important points. Around them, the room is filled with a calm atmosphere, highlighting a sense of mutual respect and intellectual curiosity.",a close friend helping with homework,0.5468
119,"A comforting, tranquil scene of a well-being session amidst flickering candles. Immersed in a warm, cozy atmosphere, one finds themselves in a space designed for relaxation and self-care. A multitude of assorted candles of varied sizes and shapes are spread throughout the room, their soft glow casting peaceful shadows on the surrounding surfaces. Intricate patterns dance upon the walls as the candlelight flickers, creating a mesmerizing display. The room is filled with the subtle scent of the candles, infusing the air with a sense of calm and tranquility.",my favorite pampering session with candles,0.7194
120,"An image depicting an adult male, from any cultural descent, in a peaceful and serene setting, treating himself to a day of relaxation and self-care. He might be dressed in casual clothes, lounging in a comfortable chair with a book in one hand and a cup of hot beverage in the other. His environment could be full of soft and warm light, suggesting a calm and restful atmosphere. The scene should communicate the idea of self-love and taking time off to prioritize one's well-being.",a man deciding to pamper himself,0.4971
121,"An image depicting a day out with a diverse group of friends. This group might include a Hispanic female software engineer wearing glasses, a Caucasian male teacher holding a book, a Middle-Eastern female doctor with a stethoscope around her neck, and a Black male artist with paintbrushes in his hand. They appear to be in a lively and vibrant city park, surrounding a picnic blanket laid out with various snacks and drinks. The sun is shining overhead, casting a warm and inviting glow on the scene. This picture embodies the concept of 'apapachar', a term used in Mexico to describe the act of pampering or treating with affection.",a day out to pamper with friends,0.5347
122,"A diverse group of individuals enjoying a meal together outdoors under the warm sun. There is a noticeable camaraderie among them, encouraged by the shared plates of food. A Caucasian woman is passing a bowl of salad to a Middle Eastern man sitting next to her. Across the table, a Black woman is laughing at a joke told by a South Asian man. They are all enjoying a variety of dishes and drinks that dress the table, truly making a feast out of this shared lunch.",a group of people sharing a lunch,0.514
123,"An image of a young South Asian boy showing expressive excitement on his face. He is seated at a wooden school desk amidst a brightly lit classroom. He is leaning slightly forward with wide, eager eyes focussed on a packed lunch box that he is about to open. The lunch box is colourful with interesting patterns, hinting at its contents. Around him, other children are also engaged in various activities, providing a lively atmosphere to the scene.",a child excited for his lunch break,0.3425
124,"A young Hispanic boy is joyfully flying a kite. The sky above him is clear and azure. He is in an open field, which has tall green grass waving gently in the breeze. The kite has a vibrant mix of colors and its tail trails behind in the wind. He looks up at his kite with a look of excitement and wonder on his face. He's wearing casual clothes suitable for a fun day outdoors. His brown hair is slightly ruffled by the wind, adding to the dynamism of the scene.",a boy flying a kite,0.8377
125,"A young Hispanic boy wearing a classic school uniform consisting of a white button-down shirt, a navy-blue tie and matching trousers, with a backpack slung over his shoulder. His hair is neatly combed, and he has a bright, eager expression on his face as if ready to conquer the challenges of a new school day.",my boy wearing a school uniform,0.5379
126,"An adventurous Hispanic young boy climbing a tall, robust tree. He displays a determined expression on his face as he reaches up for the next branch with his small, sturdy hands. His clothes are worn and slightly dirty, indicating he has been on various adventures. His hair is tousled, and he carries a satchel slung over his shoulder. The tree he is climbing has a thick trunk and is teetering with leaves. The sky is clear with a few clouds dotting the horizons, setting the backdrop for this image of childlike exploration.",an adventurous boy climbing a tree,0.603
127,"A young Hispanic boy playing enthusiastically with his vast collection of toys which includes some small cars, plush toys, action figures and a model train set. He is in his brightly decorated room, sitting on a vividly colored rug that adds to the joyous atmosphere of the scene.",a boy with his toy collection,0.7897
128,"An Hispanic young boy, joyfully engrossed in building an elaborate sandcastle. He is at the edge of the expansive white beach as the gentle waves playfully lap nearby. His pudgy, tanned hands are intricately shaping and patting the wet sand into sturdy castle towers. Nearby sits a little bucket and a set of multi-coloured plastic sand-mould tools. Sunlight filters through a fluffy cloud cover, casting a soft, diffused light over the beach scene. He sports a radiant smile revealing an engaging mix of baby teeth and adult teeth growing in, a characteristic of his age.",a boy making a sandcastle,0.7706
129,"A fatigued Hispanic young boy, in his soccer practice outfit saturated with sweat after an intense training session. His hair is disheveled and damp, his cheeks are flushed, and his eyes reflect a mixture of exhaustion and accomplishment. Heâs resting on a soccer ball, under the golden hues of a setting sun, with a vast green soccer field stretching out behind him. There's an empty water bottle on the ground and a pair of neatly placed soccer boots next to it.",a tired boy after soccer practice,0.4959
130,"A young Hispanic girl with brunette hair, gently smiling, wearing a whimsical flower crown on her head. The flowers in the crown are a beautiful mix of roses, sunflowers, and daisies, all in striking colours such as pink, yellow, and white. She is outside on a sunny day, with the soft light highlighting her youthful features. A soft blur of nature forms the background, with perhaps the hint of a park or a garden.",a girl with a flower crown,0.264
131,"An image of a young Hispanic girl on her first day of school. She is dressed in a clean, bright uniform, with her black hair neatly tied back in a ponytail. She is carrying a new school bag, full of fresh supplies. There's a sense of excitement and slight nervousness in her eyes as she stands in front of the large, neatly-maintained educational building. The sky above is a vibrant blue, signaling a beautiful day ahead.",my girl's first day at school,0.1579
132,"A young Hispanic girl engrossed in a playful scenario with her collection of dolls. She kneels on the floor within a colorful room, her face lit with the innocent joy and imagination that playtime brings. Around her, a variety of dolls in varying attire, arranged with meticulous care, indicating a pretend tea party or a royal gathering. The atmosphere is whimsically vibrant, and you can almost hear the delightful giggles permeating the space. The image is a beautiful capture of the magic of childhood and the whimsical world children create in their playtime.",a girl playing with her dolls,0.6921
133,"A young Hispanic girl, engrossed in the task of painting on a canvas. She is using a palette of vibrant colors and a brush to detail her imaginative artwork. Dressed in a casual outfit, her dark curls are styled in a loose, comfortable bun. Her eyes gleam with passion for her craft and she appears to be in her own world. The background features a sunlit room with an easel, art supplies scattered around her, and a window overlooking a garden.",an artistic girl painting a picture,0.6543
134,"A young Middle-Eastern girl practicing her dance routine in a well-lit dance studio. She is in a comfortable dance attire, standing in front of a large mirror, her eyes focused on her own reflection. The room around her is filled with the soft patter of her feet against the wooden floor, the rhythm of her movements creating an invisible melody in the space. The girl moves with determination and grace, her face serious yet radiating a glow of joy from doing something she loves.",a girl practicing her dance routine,0.2434
135,"A young Caucasian girl, with wavy blond hair tied in a ponytail, is laughing heartily whilst playing at a colorful playground. The playground structure is elaborate, featuring a slide, swings, climbing bars and a sandpit. It's a sunny day, the sky is clear and the trees around provide a lush green backdrop. Her laughter echoes throughout the park, exemplifying the pure joy of carefree childhood days.",a girl laughing at a playground,0.8584
